,tarih,id,ürün,ürün besin değeri,ürün kategorisi,ürün üretim yeri,market,şehir,Price,yillik tufe,aylık tufe
3974,2021-02-01,3974,Mercimek-kuru,351,sebze ve bakliyat,Yurt içi,C,A,7.1883,15.61,0.91
3975,2021-02-01,3975,Nohut,376,sebze ve bakliyat,Yurt içi,C,A,7.1883,15.61,0.91
3976,2021-02-01,3976,Pancar,42,sebze ve bakliyat,Yurt içi,C,A,7.1883,15.61,0.91
3977,2021-02-01,3977,Patates,83,sebze ve bakliyat,Yurt içi,C,A,7.1883,15.61,0.91
3978,2021-02-01,3978,Patlıcan,24,sebze ve bakliyat,Yurt içi,C,A,7.1883,15.61,0.91
3979,2021-02-01,3979,Pazı,27,sebze ve bakliyat,Yurt içi,C,A,7.1883,15.61,0.91
3980,2021-02-01,3980,Pırasa,52,sebze ve bakliyat,Yurt içi,C,A,7.1883,15.61,0.91
3981,2021-02-01,3981,Semizotu,32,sebze ve bakliyat,Yurt içi,C,A,7.1883,15.61,0.91
3982,2021-02-01,3982,Buğday ekmeği,247,tahıl ve ürünleri,Yurt içi,C,A,7.1883,15.61,0.91
3983,2021-02-01,3983,Bulgur,350,tahıl ve ürünleri,Yurt içi,C,A,7.1883,15.61,0.91
3984,2021-02-01,3984,Erişte,390,tahıl ve ürünleri,Yurt içi,C,A,7.1883,15.61,0.91
3985,2021-02-01,3985,Makarna,390,tahıl ve ürünleri,Yurt içi,C,A,7.1883,15.61,0.91
3986,2021-02-01,3986,Mısır,351,tahıl ve ürünleri,Yurt içi,C,A,7.1883,15.61,0.91
3987,2021-02-01,3987,Mısır unu,353,tahıl ve ürünleri,Yurt içi,C,A,7.1883,15.61,0.91
3988,2021-02-01,3988,Nişasta,353,tahıl ve ürünleri,Yurt içi,C,A,7.1883,15.61,0.91
3989,2021-02-01,3989,Pilav,368,tahıl ve ürünleri,Yurt içi,C,A,7.1883,15.61,0.91
3990,2021-02-01,3990,Pirinç unu,353,tahıl ve ürünleri,Yurt içi,C,A,7.1883,15.61,0.91
3991,2021-02-01,3991,Şehriye,390,tahıl ve ürünleri,Yurt içi,C,A,7.1883,15.61,0.91
3992,2021-02-01,3992,Tarhana,329,tahıl ve ürünleri,Yurt içi,C,A,7.1883,15.61,0.91
3993,2021-02-01,3993,Yulaf unu,402,tahıl ve ürünleri,Yurt içi,C,A,7.1883,15.61,0.91
3994,2021-02-01,3994,yumurta,100,süt ürünleri ve kahvaltılık,Yurt içi,C,A,7.1883,15.61,0.91
3995,2021-02-01,3995,beyaz peynir,150,süt ürünleri ve kahvaltılık,Yurt içi,C,A,7.1883,15.61,0.91
3996,2021-02-01,3996,Kaşar peyniri,170,süt ürünleri ve kahvaltılık,Yurt içi,C,A,7.1883,15.61,0.91
3997,2021-02-01,3997,krema,200,süt ürünleri ve kahvaltılık,Yurt içi,C,A,7.1883,15.61,0.91
3998,2021-02-01,3998,yoğurt,90,süt ürünleri ve kahvaltılık,Yurt içi,C,A,7.1883,15.61,0.91
3999,2021-02-01,3999,sucuk,125,süt ürünleri ve kahvaltılık,Yurt içi,C,A,7.1883,15.61,0.91
4000,2021-02-01,4000,salam,125,süt ürünleri ve kahvaltılık,Yurt içi,C,A,7.1883,15.61,0.91
4001,2021-02-01,4001,sosis,120,süt ürünleri ve kahvaltılık,Yurt içi,C,A,7.1883,15.61,0.91
4002,2021-02-01,4002,tam buğday ekmek,250,süt ürünleri ve kahvaltılık,Yurt içi,C,A,7.1883,15.61,0.91
4003,2021-02-01,4003,kaymak,350,süt ürünleri ve kahvaltılık,Yurt içi,C,A,7.1883,15.61,0.91
4004,2021-02-01,4004,bal,400,süt ürünleri ve kahvaltılık,Yurt içi,C,A,7.1883,15.61,0.91
4005,2021-02-01,4005,tereyağ,375,süt ürünleri ve kahvaltılık,Yurt içi,C,A,7.1883,15.61,0.91
4006,2021-02-01,4006,Armut,57,meyve,Yurt içi,C,A,7.1883,15.61,0.91
4007,2021-02-01,4007,Çilek,39,meyve,Yurt içi,C,A,7.1883,15.61,0.91
4008,2021-02-01,4008,Elma,52,meyve,Yurt içi,C,A,7.1883,15.61,0.91
4009,2021-02-01,4009,Erik türleri,60,meyve,Yurt içi,C,A,7.1883,15.61,0.91
4010,2021-02-01,4010,İncir,80,meyve,Yurt içi,C,A,7.1883,15.61,0.91
4011,2021-02-01,4011,Karadut,93,meyve,Yurt içi,C,A,7.1883,15.61,0.91
4012,2021-02-01,4012,Karpuz,24,meyve,Yurt içi,C,A,7.1883,15.61,0.91
4013,2021-02-01,4013,Kavun,28,meyve,Yurt içi,C,A,7.1883,15.61,0.91
4014,2021-02-01,4014,Kayısı,54,meyve,Yurt içi,C,A,7.1883,15.61,0.91
4015,2021-02-01,4015,Kiraz,79,meyve,Yurt içi,C,A,7.1883,15.61,0.91
4016,2021-02-01,4016,Limon,17,meyve,Yurt içi,C,A,7.1883,15.61,0.91
4017,2021-02-01,4017,Mandalina,36,meyve,Yurt içi,C,A,7.1883,15.61,0.91
4018,2021-02-01,4018,Muz,90,meyve,Yurt içi,C,A,7.1883,15.61,0.91
4019,2021-02-01,4019,Nar,77,meyve,Yurt içi,C,A,7.1883,15.61,0.91
4020,2021-02-01,4020,Portakal,41,meyve,Yurt içi,C,A,7.1883,15.61,0.91
4021,2021-02-01,4021,Şeftali,49,meyve,Yurt içi,C,A,7.1883,15.61,0.91
4022,2021-02-01,4022,Üzüm,74,meyve,Yurt içi,C,A,7.1883,15.61,0.91
4023,2021-02-01,4023,Vişne,57,meyve,Yurt içi,C,A,7.1883,15.61,0.91
4024,2021-02-01,4024,fındık,110,kuruyemiş,Yurt içi,C,A,7.1883,15.61,0.91
4025,2021-02-01,4025,fıstık,115,kuruyemiş,Yurt içi,C,A,7.1883,15.61,0.91
4026,2021-02-01,4026,kaju,100,kuruyemiş,Yurt içi,C,A,7.1883,15.61,0.91
4027,2021-02-01,4027,badem,110,kuruyemiş,Yurt içi,C,A,7.1883,15.61,0.91
4028,2021-02-01,4028,ceviz,120,kuruyemiş,Yurt içi,C,A,7.1883,15.61,0.91
4029,2021-02-01,4029,kıyma,120,et,Yurt dışı,C,A,7.1883,15.61,0.91
4030,2021-02-01,4030,tavuk,103,et,Yurt dışı,C,A,7.1883,15.61,0.91
4031,2021-02-01,4031,hindi,160,et,Yurt dışı,C,A,7.1883,15.61,0.91
4032,2021-02-01,4032,Bakla-kuru,354,sebze ve bakliyat,Yurt dışı,C,A,7.1883,15.61,0.91
4033,2021-02-01,4033,Bakla-taze,72,sebze ve bakliyat,Yurt dışı,C,A,7.1883,15.61,0.91
4034,2021-02-01,4034,Bamya,42,sebze ve bakliyat,Yurt dışı,C,A,7.1883,15.61,0.91
4035,2021-02-01,4035,Barbunya-kuru,346,sebze ve bakliyat,Yurt dışı,C,A,7.1883,15.61,0.91
4036,2021-02-01,4036,Bezelye-taze,47,sebze ve bakliyat,Yurt dışı,C,A,7.1883,15.61,0.91
4037,2021-02-01,4037,Biber-yeşil,25,sebze ve bakliyat,Yurt dışı,C,A,7.1883,15.61,0.91
4038,2021-02-01,4038,Brüksel laha.,47,sebze ve bakliyat,Yurt dışı,C,A,7.1883,15.61,0.91
4039,2021-02-01,4039,Domates,25,sebze ve bakliyat,Yurt dışı,C,A,7.1883,15.61,0.91
4040,2021-02-01,4040,Enginar,63,sebze ve bakliyat,Yurt dışı,C,A,7.1883,15.61,0.91
4041,2021-02-01,4041,Fasulye-kuru,333,sebze ve bakliyat,Yurt dışı,C,A,7.1883,15.61,0.91
4042,2021-02-01,4042,Fasulye-taze,35,sebze ve bakliyat,Yurt dışı,C,A,7.1883,15.61,0.91
4043,2021-02-01,4043,Havuç,42,sebze ve bakliyat,Yurt dışı,C,A,7.1883,15.61,0.91
4044,2021-02-01,4044,Salatalık,8,sebze ve bakliyat,Yurt dışı,C,A,7.1883,15.61,0.91
4045,2021-02-01,4045,Ispanak,25,sebze ve bakliyat,Yurt dışı,C,A,7.1883,15.61,0.91
4046,2021-02-01,4046,Kabak,19,sebze ve bakliyat,Yurt dışı,C,A,7.1883,15.61,0.91
4047,2021-02-01,4047,Karnabahar,25,sebze ve bakliyat,Yurt dışı,C,A,7.1883,15.61,0.91
4048,2021-02-01,4048,Kereviz-baş,38,sebze ve bakliyat,Yurt dışı,C,A,7.1883,15.61,0.91
4049,2021-02-01,4049,Kırmızı-pancar,42,sebze ve bakliyat,Yurt dışı,C,A,7.1883,15.61,0.91
4050,2021-02-01,4050,Lahana,24,sebze ve bakliyat,Yurt dışı,C,A,7.1883,15.61,0.91
4051,2021-02-01,4051,Mantar,16,sebze ve bakliyat,Yurt dışı,C,A,7.1883,15.61,0.91
4052,2021-02-01,4052,Marul,15,sebze ve bakliyat,Yurt dışı,C,A,7.1883,15.61,0.91
4053,2021-02-01,4053,Mercimek-kuru,351,sebze ve bakliyat,Yurt dışı,C,A,7.1883,15.61,0.91
4054,2021-02-01,4054,Nohut,376,sebze ve bakliyat,Yurt dışı,C,A,7.1883,15.61,0.91
4055,2021-02-01,4055,Pancar,42,sebze ve bakliyat,Yurt dışı,C,A,7.1883,15.61,0.91
4056,2021-02-01,4056,Patates,83,sebze ve bakliyat,Yurt dışı,C,A,7.1883,15.61,0.91
4057,2021-02-01,4057,Patlıcan,24,sebze ve bakliyat,Yurt dışı,C,A,7.1883,15.61,0.91
4058,2021-02-01,4058,Pazı,27,sebze ve bakliyat,Yurt dışı,C,A,7.1883,15.61,0.91
4059,2021-02-01,4059,Pırasa,52,sebze ve bakliyat,Yurt dışı,C,A,7.1883,15.61,0.91
4060,2021-02-01,4060,Semizotu,32,sebze ve bakliyat,Yurt dışı,C,A,7.1883,15.61,0.91
4061,2021-02-01,4061,Buğday ekmeği,247,tahıl ve ürünleri,Yurt dışı,C,A,7.1883,15.61,0.91
4062,2021-02-01,4062,Bulgur,350,tahıl ve ürünleri,Yurt dışı,C,A,7.1883,15.61,0.91
4063,2021-02-01,4063,Erişte,390,tahıl ve ürünleri,Yurt dışı,C,A,7.1883,15.61,0.91
4064,2021-02-01,4064,Makarna,390,tahıl ve ürünleri,Yurt dışı,C,A,7.1883,15.61,0.91
4065,2021-02-01,4065,Mısır,351,tahıl ve ürünleri,Yurt dışı,C,A,7.1883,15.61,0.91
4066,2021-02-01,4066,Mısır unu,353,tahıl ve ürünleri,Yurt dışı,C,A,7.1883,15.61,0.91
4067,2021-02-01,4067,Nişasta,353,tahıl ve ürünleri,Yurt dışı,C,A,7.1883,15.61,0.91
4068,2021-02-01,4068,Pilav,368,tahıl ve ürünleri,Yurt dışı,C,A,7.1883,15.61,0.91
4069,2021-02-01,4069,Pirinç unu,353,tahıl ve ürünleri,Yurt dışı,C,A,7.1883,15.61,0.91
4070,2021-02-01,4070,Şehriye,390,tahıl ve ürünleri,Yurt dışı,C,A,7.1883,15.61,0.91
4071,2021-02-01,4071,Tarhana,329,tahıl ve ürünleri,Yurt dışı,C,A,7.1883,15.61,0.91
4072,2021-02-01,4072,Yulaf unu,402,tahıl ve ürünleri,Yurt dışı,C,A,7.1883,15.61,0.91
4073,2021-02-01,4073,yumurta,100,süt ürünleri ve kahvaltılık,Yurt dışı,C,A,7.1883,15.61,0.91
4074,2021-02-01,4074,beyaz peynir,150,süt ürünleri ve kahvaltılık,Yurt dışı,C,A,7.1883,15.61,0.91
4075,2021-02-01,4075,Kaşar peyniri,170,süt ürünleri ve kahvaltılık,Yurt dışı,C,A,7.1883,15.61,0.91
4076,2021-02-01,4076,krema,200,süt ürünleri ve kahvaltılık,Yurt dışı,C,A,7.1883,15.61,0.91
4077,2021-02-01,4077,yoğurt,90,süt ürünleri ve kahvaltılık,Yurt dışı,C,A,7.1883,15.61,0.91
4078,2021-02-01,4078,sucuk,125,süt ürünleri ve kahvaltılık,Yurt dışı,C,A,7.1883,15.61,0.91
4079,2021-02-01,4079,salam,125,süt ürünleri ve kahvaltılık,Yurt dışı,C,A,7.1883,15.61,0.91
4080,2021-02-01,4080,sosis,120,süt ürünleri ve kahvaltılık,Yurt dışı,C,A,7.1883,15.61,0.91
4081,2021-02-01,4081,tam buğday ekmek,250,süt ürünleri ve kahvaltılık,Yurt dışı,C,A,7.1883,15.61,0.91
4082,2021-02-01,4082,kaymak,350,süt ürünleri ve kahvaltılık,Yurt dışı,C,A,7.1883,15.61,0.91
4083,2021-02-01,4083,bal,400,süt ürünleri ve kahvaltılık,Yurt dışı,C,A,7.1883,15.61,0.91
4084,2021-02-01,4084,tereyağ,375,süt ürünleri ve kahvaltılık,Yurt dışı,C,A,7.1883,15.61,0.91
4085,2021-02-01,4085,Armut,57,meyve,Yurt dışı,C,A,7.1883,15.61,0.91
4086,2021-02-01,4086,Çilek,39,meyve,Yurt dışı,C,A,7.1883,15.61,0.91
4087,2021-02-01,4087,Elma,52,meyve,Yurt dışı,C,A,7.1883,15.61,0.91
4088,2021-02-01,4088,Erik türleri,60,meyve,Yurt dışı,C,A,7.1883,15.61,0.91
4089,2021-02-01,4089,İncir,80,meyve,Yurt dışı,C,A,7.1883,15.61,0.91
4090,2021-02-01,4090,Karadut,93,meyve,Yurt dışı,C,A,7.1883,15.61,0.91
4091,2021-02-01,4091,Karpuz,24,meyve,Yurt dışı,C,A,7.1883,15.61,0.91
4092,2021-02-01,4092,Kavun,28,meyve,Yurt dışı,C,A,7.1883,15.61,0.91
4093,2021-02-01,4093,Kayısı,54,meyve,Yurt dışı,C,A,7.1883,15.61,0.91
4094,2021-02-01,4094,Kiraz,79,meyve,Yurt dışı,C,A,7.1883,15.61,0.91
4095,2021-02-01,4095,Limon,17,meyve,Yurt dışı,C,A,7.1883,15.61,0.91
4096,2021-02-01,4096,Mandalina,36,meyve,Yurt dışı,C,A,7.1883,15.61,0.91
4097,2021-02-01,4097,Muz,90,meyve,Yurt dışı,C,A,7.1883,15.61,0.91
4098,2021-02-01,4098,Nar,77,meyve,Yurt dışı,C,A,7.1883,15.61,0.91
4099,2021-02-01,4099,Portakal,41,meyve,Yurt dışı,C,A,7.1883,15.61,0.91
4100,2021-02-01,4100,Şeftali,49,meyve,Yurt dışı,C,A,7.1883,15.61,0.91
4101,2021-02-01,4101,Üzüm,74,meyve,Yurt dışı,C,A,7.1883,15.61,0.91
4102,2021-02-01,4102,Vişne,57,meyve,Yurt dışı,C,A,7.1883,15.61,0.91
4103,2021-02-01,4103,fındık,110,kuruyemiş,Yurt dışı,C,A,7.1883,15.61,0.91
4104,2021-02-01,4104,fıstık,115,kuruyemiş,Yurt dışı,C,A,7.1883,15.61,0.91
4105,2021-02-01,4105,kaju,100,kuruyemiş,Yurt dışı,C,A,7.1883,15.61,0.91
4106,2021-02-01,4106,badem,110,kuruyemiş,Yurt dışı,C,A,7.1883,15.61,0.91
4107,2021-02-01,4107,ceviz,120,kuruyemiş,Yurt dışı,C,A,7.1883,15.61,0.91
4108,2021-02-01,4108,kıyma,120,et,Yurt içi,B,A,7.1883,15.61,0.91
4109,2021-02-01,4109,tavuk,103,et,Yurt içi,B,A,7.1883,15.61,0.91
4110,2021-02-01,4110,hindi,160,et,Yurt içi,B,A,7.1883,15.61,0.91
4111,2021-02-01,4111,Bakla-kuru,354,sebze ve bakliyat,Yurt içi,B,A,7.1883,15.61,0.91
4112,2021-02-01,4112,Bakla-taze,72,sebze ve bakliyat,Yurt içi,B,A,7.1883,15.61,0.91
4113,2021-02-01,4113,Bamya,42,sebze ve bakliyat,Yurt içi,B,A,7.1883,15.61,0.91
4114,2021-02-01,4114,Barbunya-kuru,346,sebze ve bakliyat,Yurt içi,B,A,7.1883,15.61,0.91
4115,2021-02-01,4115,Bezelye-taze,47,sebze ve bakliyat,Yurt içi,B,A,7.1883,15.61,0.91
4116,2021-02-01,4116,Biber-yeşil,25,sebze ve bakliyat,Yurt içi,B,A,7.1883,15.61,0.91
4117,2021-02-01,4117,Brüksel laha.,47,sebze ve bakliyat,Yurt içi,B,A,7.1883,15.61,0.91
4118,2021-02-01,4118,Domates,25,sebze ve bakliyat,Yurt içi,B,A,7.1883,15.61,0.91
4119,2021-02-01,4119,Enginar,63,sebze ve bakliyat,Yurt içi,B,A,7.1883,15.61,0.91
4120,2021-02-01,4120,Fasulye-kuru,333,sebze ve bakliyat,Yurt içi,B,A,7.1883,15.61,0.91
4121,2021-02-01,4121,Fasulye-taze,35,sebze ve bakliyat,Yurt içi,B,A,7.1883,15.61,0.91
4122,2021-02-01,4122,Havuç,42,sebze ve bakliyat,Yurt içi,B,A,7.1883,15.61,0.91
4123,2021-02-01,4123,Salatalık,8,sebze ve bakliyat,Yurt içi,B,A,7.1883,15.61,0.91
4124,2021-02-01,4124,Ispanak,25,sebze ve bakliyat,Yurt içi,B,A,7.1883,15.61,0.91
4125,2021-02-01,4125,Kabak,19,sebze ve bakliyat,Yurt içi,B,A,7.1883,15.61,0.91
4126,2021-02-01,4126,Karnabahar,25,sebze ve bakliyat,Yurt içi,B,A,7.1883,15.61,0.91
4127,2021-02-01,4127,Kereviz-baş,38,sebze ve bakliyat,Yurt içi,B,A,7.1883,15.61,0.91
4128,2021-02-01,4128,Kırmızı-pancar,42,sebze ve bakliyat,Yurt içi,B,A,7.1883,15.61,0.91
4129,2021-02-01,4129,Lahana,24,sebze ve bakliyat,Yurt içi,B,A,7.1883,15.61,0.91
4130,2021-02-01,4130,Mantar,16,sebze ve bakliyat,Yurt içi,B,A,7.1883,15.61,0.91
4131,2021-02-01,4131,Marul,15,sebze ve bakliyat,Yurt içi,B,A,7.1883,15.61,0.91
4132,2021-02-01,4132,Mercimek-kuru,351,sebze ve bakliyat,Yurt içi,B,A,7.1883,15.61,0.91
4133,2021-02-01,4133,Nohut,376,sebze ve bakliyat,Yurt içi,B,A,7.1883,15.61,0.91
4134,2021-02-01,4134,Pancar,42,sebze ve bakliyat,Yurt içi,B,A,7.1883,15.61,0.91
4135,2021-02-01,4135,Patates,83,sebze ve bakliyat,Yurt içi,B,A,7.1883,15.61,0.91
4136,2021-02-01,4136,Patlıcan,24,sebze ve bakliyat,Yurt içi,B,A,7.1883,15.61,0.91
4137,2021-02-01,4137,Pazı,27,sebze ve bakliyat,Yurt içi,B,A,7.1883,15.61,0.91
4138,2021-02-01,4138,Pırasa,52,sebze ve bakliyat,Yurt içi,B,A,7.1883,15.61,0.91
4139,2021-02-01,4139,Semizotu,32,sebze ve bakliyat,Yurt içi,B,A,7.1883,15.61,0.91
4140,2021-02-01,4140,Buğday ekmeği,247,tahıl ve ürünleri,Yurt içi,B,A,7.1883,15.61,0.91
4141,2021-02-01,4141,Bulgur,350,tahıl ve ürünleri,Yurt içi,B,A,7.1883,15.61,0.91
4142,2021-02-01,4142,Erişte,390,tahıl ve ürünleri,Yurt içi,B,A,7.1883,15.61,0.91
4143,2021-02-01,4143,Makarna,390,tahıl ve ürünleri,Yurt içi,B,A,7.1883,15.61,0.91
4144,2021-02-01,4144,Mısır,351,tahıl ve ürünleri,Yurt içi,B,A,7.1883,15.61,0.91
4145,2021-02-01,4145,Mısır unu,353,tahıl ve ürünleri,Yurt içi,B,A,7.1883,15.61,0.91
4146,2021-02-01,4146,Nişasta,353,tahıl ve ürünleri,Yurt içi,B,A,7.1883,15.61,0.91
4147,2021-02-01,4147,Pilav,368,tahıl ve ürünleri,Yurt içi,B,A,7.1883,15.61,0.91
4148,2021-02-01,4148,Pirinç unu,353,tahıl ve ürünleri,Yurt içi,B,A,7.1883,15.61,0.91
4149,2021-02-01,4149,Şehriye,390,tahıl ve ürünleri,Yurt içi,B,A,7.1883,15.61,0.91
4150,2021-02-01,4150,Tarhana,329,tahıl ve ürünleri,Yurt içi,B,A,7.1883,15.61,0.91
4151,2021-02-01,4151,Yulaf unu,402,tahıl ve ürünleri,Yurt içi,B,A,7.1883,15.61,0.91
4152,2021-02-01,4152,yumurta,100,süt ürünleri ve kahvaltılık,Yurt içi,B,A,7.1883,15.61,0.91
4153,2021-02-01,4153,beyaz peynir,150,süt ürünleri ve kahvaltılık,Yurt içi,B,A,7.1883,15.61,0.91
4154,2021-02-01,4154,Kaşar peyniri,170,süt ürünleri ve kahvaltılık,Yurt içi,B,A,7.1883,15.61,0.91
4155,2021-02-01,4155,krema,200,süt ürünleri ve kahvaltılık,Yurt içi,B,A,7.1883,15.61,0.91
4156,2021-02-01,4156,yoğurt,90,süt ürünleri ve kahvaltılık,Yurt içi,B,A,7.1883,15.61,0.91
4157,2021-02-01,4157,sucuk,125,süt ürünleri ve kahvaltılık,Yurt içi,B,A,7.1883,15.61,0.91
4158,2021-02-01,4158,salam,125,süt ürünleri ve kahvaltılık,Yurt içi,B,A,7.1883,15.61,0.91
4159,2021-02-01,4159,sosis,120,süt ürünleri ve kahvaltılık,Yurt içi,B,A,7.1883,15.61,0.91
4160,2021-02-01,4160,tam buğday ekmek,250,süt ürünleri ve kahvaltılık,Yurt içi,B,A,7.1883,15.61,0.91
4161,2021-02-01,4161,kaymak,350,süt ürünleri ve kahvaltılık,Yurt içi,B,A,7.1883,15.61,0.91
4162,2021-02-01,4162,bal,400,süt ürünleri ve kahvaltılık,Yurt içi,B,A,7.1883,15.61,0.91
4163,2021-02-01,4163,tereyağ,375,süt ürünleri ve kahvaltılık,Yurt içi,B,A,7.1883,15.61,0.91
4164,2021-02-01,4164,Armut,57,meyve,Yurt içi,B,A,7.1883,15.61,0.91
4165,2021-02-01,4165,Çilek,39,meyve,Yurt içi,B,A,7.1883,15.61,0.91
4166,2021-02-01,4166,Elma,52,meyve,Yurt içi,B,A,7.1883,15.61,0.91
4167,2021-02-01,4167,Erik türleri,60,meyve,Yurt içi,B,A,7.1883,15.61,0.91
4168,2021-02-01,4168,İncir,80,meyve,Yurt içi,B,A,7.1883,15.61,0.91
4169,2021-02-01,4169,Karadut,93,meyve,Yurt içi,B,A,7.1883,15.61,0.91
4170,2021-02-01,4170,Karpuz,24,meyve,Yurt içi,B,A,7.1883,15.61,0.91
4171,2021-02-01,4171,Kavun,28,meyve,Yurt içi,B,A,7.1883,15.61,0.91
4172,2021-02-01,4172,Kayısı,54,meyve,Yurt içi,B,A,7.1883,15.61,0.91
4173,2021-02-01,4173,Kiraz,79,meyve,Yurt içi,B,A,7.1883,15.61,0.91
4174,2021-02-01,4174,Limon,17,meyve,Yurt içi,B,A,7.1883,15.61,0.91
4175,2021-02-01,4175,Mandalina,36,meyve,Yurt içi,B,A,7.1883,15.61,0.91
4176,2021-02-01,4176,Muz,90,meyve,Yurt içi,B,A,7.1883,15.61,0.91
4177,2021-02-01,4177,Nar,77,meyve,Yurt içi,B,A,7.1883,15.61,0.91
4178,2021-02-01,4178,Portakal,41,meyve,Yurt içi,B,A,7.1883,15.61,0.91
4179,2021-02-01,4179,Şeftali,49,meyve,Yurt içi,B,A,7.1883,15.61,0.91
4180,2021-02-01,4180,Üzüm,74,meyve,Yurt içi,B,A,7.1883,15.61,0.91
4181,2021-02-01,4181,Vişne,57,meyve,Yurt içi,B,A,7.1883,15.61,0.91
4182,2021-02-01,4182,fındık,110,kuruyemiş,Yurt içi,B,A,7.1883,15.61,0.91
4183,2021-02-01,4183,fıstık,115,kuruyemiş,Yurt içi,B,A,7.1883,15.61,0.91
4184,2021-02-01,4184,kaju,100,kuruyemiş,Yurt içi,B,A,7.1883,15.61,0.91
4185,2021-02-01,4185,badem,110,kuruyemiş,Yurt içi,B,A,7.1883,15.61,0.91
4186,2021-02-01,4186,ceviz,120,kuruyemiş,Yurt içi,B,A,7.1883,15.61,0.91
4187,2021-02-01,4187,kıyma,120,et,Yurt dışı,B,A,7.1883,15.61,0.91
4188,2021-02-01,4188,tavuk,103,et,Yurt dışı,B,A,7.1883,15.61,0.91
4189,2021-02-01,4189,hindi,160,et,Yurt dışı,B,A,7.1883,15.61,0.91
4190,2021-02-01,4190,Bakla-kuru,354,sebze ve bakliyat,Yurt dışı,B,A,7.1883,15.61,0.91
4191,2021-02-01,4191,Bakla-taze,72,sebze ve bakliyat,Yurt dışı,B,A,7.1883,15.61,0.91
4192,2021-02-01,4192,Bamya,42,sebze ve bakliyat,Yurt dışı,B,A,7.1883,15.61,0.91
4193,2021-02-01,4193,Barbunya-kuru,346,sebze ve bakliyat,Yurt dışı,B,A,7.1883,15.61,0.91
4194,2021-02-01,4194,Bezelye-taze,47,sebze ve bakliyat,Yurt dışı,B,A,7.1883,15.61,0.91
4195,2021-02-01,4195,Biber-yeşil,25,sebze ve bakliyat,Yurt dışı,B,A,7.1883,15.61,0.91
4196,2021-02-01,4196,Brüksel laha.,47,sebze ve bakliyat,Yurt dışı,B,A,7.1883,15.61,0.91
4197,2021-02-01,4197,Domates,25,sebze ve bakliyat,Yurt dışı,B,A,7.1883,15.61,0.91
4198,2021-02-01,4198,Enginar,63,sebze ve bakliyat,Yurt dışı,B,A,7.1883,15.61,0.91
4199,2021-02-01,4199,Fasulye-kuru,333,sebze ve bakliyat,Yurt dışı,B,A,7.1883,15.61,0.91
4200,2021-02-01,4200,Fasulye-taze,35,sebze ve bakliyat,Yurt dışı,B,A,7.1883,15.61,0.91
4201,2021-02-01,4201,Havuç,42,sebze ve bakliyat,Yurt dışı,B,A,7.1883,15.61,0.91
4202,2021-02-01,4202,Salatalık,8,sebze ve bakliyat,Yurt dışı,B,A,7.1883,15.61,0.91
4203,2021-02-01,4203,Ispanak,25,sebze ve bakliyat,Yurt dışı,B,A,7.1883,15.61,0.91
4204,2021-02-01,4204,Kabak,19,sebze ve bakliyat,Yurt dışı,B,A,7.1883,15.61,0.91
4205,2021-02-01,4205,Karnabahar,25,sebze ve bakliyat,Yurt dışı,B,A,7.1883,15.61,0.91
4206,2021-02-01,4206,Kereviz-baş,38,sebze ve bakliyat,Yurt dışı,B,A,7.1883,15.61,0.91
4207,2021-02-01,4207,Kırmızı-pancar,42,sebze ve bakliyat,Yurt dışı,B,A,7.1883,15.61,0.91
4208,2021-02-01,4208,Lahana,24,sebze ve bakliyat,Yurt dışı,B,A,7.1883,15.61,0.91
4209,2021-02-01,4209,Mantar,16,sebze ve bakliyat,Yurt dışı,B,A,7.1883,15.61,0.91
4210,2021-02-01,4210,Marul,15,sebze ve bakliyat,Yurt dışı,B,A,7.1883,15.61,0.91
4211,2021-02-01,4211,Mercimek-kuru,351,sebze ve bakliyat,Yurt dışı,B,A,7.1883,15.61,0.91
4212,2021-02-01,4212,Nohut,376,sebze ve bakliyat,Yurt dışı,B,A,7.1883,15.61,0.91
4213,2021-02-01,4213,Pancar,42,sebze ve bakliyat,Yurt dışı,B,A,7.1883,15.61,0.91
4214,2021-02-01,4214,Patates,83,sebze ve bakliyat,Yurt dışı,B,A,7.1883,15.61,0.91
4215,2021-02-01,4215,Patlıcan,24,sebze ve bakliyat,Yurt dışı,B,A,7.1883,15.61,0.91
4216,2021-02-01,4216,Pazı,27,sebze ve bakliyat,Yurt dışı,B,A,7.1883,15.61,0.91
4217,2021-02-01,4217,Pırasa,52,sebze ve bakliyat,Yurt dışı,B,A,7.1883,15.61,0.91
4218,2021-02-01,4218,Semizotu,32,sebze ve bakliyat,Yurt dışı,B,A,7.1883,15.61,0.91
4219,2021-02-01,4219,Buğday ekmeği,247,tahıl ve ürünleri,Yurt dışı,B,A,7.1883,15.61,0.91
4220,2021-02-01,4220,Bulgur,350,tahıl ve ürünleri,Yurt dışı,B,A,7.1883,15.61,0.91
4221,2021-02-01,4221,Erişte,390,tahıl ve ürünleri,Yurt dışı,B,A,7.1883,15.61,0.91
4222,2021-02-01,4222,Makarna,390,tahıl ve ürünleri,Yurt dışı,B,A,7.1883,15.61,0.91
4223,2021-02-01,4223,Mısır,351,tahıl ve ürünleri,Yurt dışı,B,A,7.1883,15.61,0.91
4224,2021-02-01,4224,Mısır unu,353,tahıl ve ürünleri,Yurt dışı,B,A,7.1883,15.61,0.91
